mouse_gene,crispr_tier,CRISPR_CAUSAL,crispr_in_secondary_library,crispr_lfc_primary_D4,crispr_lfc_primary_D15,crispr_lfc_secondary_D4,crispr_lfc_secondary_D15,crispr_max_abs_lfc,crispr_guide_consistency_D15,crispr_guide_FDR_D15,crispr_d4_concordant,crispr_cross_library_agree,crispr_effect_class,crispr_direction,human_gene,ortholog_one2one,ortholog_type,fg_young_tibia_lfc,fg_tibia_vs_phalanx_lfc,fg_young_tibia_FDR,fg_tibia_vs_phalanx_FDR,fg_PZ_vs_HZ_lfc,fg_zone_bias,fg_rat_concordant,FAST_GROWTH,fg_score,mouse_zone_top,mouse_zone_specificity,human_zone_top,human_zone_specificity,human_zonal_detected,human_mouse_zone_concordant,height_n_loci,height_n_studies,height_neglog10p,HEIGHT_GWAS,cd200_D4_log2FC,cd200_D4_FDR,cd200_D15_log2FC,cd200_D15_FDR,maturation_slope,maturation_slope_FDR,sc_GSE125464_top_state,sc_GSE125464_max_expr,sc_GSE201605_top_state,sc_GSE201605_max_expr,sc_GSE231795_top_state,sc_GSE231795_max_expr,sc_GSE244881_top_state,sc_GSE244881_max_expr,sc_GSE271634_top_state,sc_GSE271634_max_expr,sc_GSE288529_top_state,sc_GSE288529_max_expr,sc_GSE76157_top_state,sc_GSE76157_max_expr,sc_consensus_state,sc_n_datasets_agree,sc_n_datasets_detected,sc_expr_max,pert_Dnmt1cKO_log2FC,pert_Dnmt1cKO_FDR,pert_Idh1mut_log2FC,pert_Idh1mut_FDR,pert_Adamts17KO_log2FC,pert_Adamts17KO_FDR,pert_STAT3KD_log2FC,pert_STAT3KD_FDR,pert_n_significant,gp_specificity_score,human_ensembl,sc_crispr,sc_fastgrowth,sc_height,sc_human_zonal,sc_gp_specificity,sc_perturbation,screen_effect,inhibitor_effect_on_maturation,desired_intervention_direction,plate_exhaustion_risk,ensembl,ot_symbol,biotype,target_classes,tractability_buckets,has_smallmolecule_tractability,has_antibody_tractability,ot_is_essential,depmap_n_screens,depmap_mean_gene_effect,depmap_frac_essential,n_safety_liabilities,safety_events,n_mouse_phenotypes,mouse_skeletal_phenotypes,chembl_target_ids,n_compounds_chembl,n_compounds_dgidb,n_approved_compounds,pubmed_total,pubmed_growthplate,obscurity_ratio,n_cancer_hallmarks,hallmark_labels,is_tumour_suppressor,is_oncogene,_annotated,TRACTABLE,tractable_class,sc_tractability,n_compounds,n_direction_matched,has_direction_matched_compound,n_direct_compounds,n_approved,best_pchembl,any_oral,any_black_box,any_withdrawn,strongest_compound,COMPOUND_MAPPED,sc_compound,sc_exposure,pen_essentiality,pen_safety,plate_disorganising_phenotype,pen_development,pen_plate_exhaustion,BLACKLIST,blacklist_reasons,SORT_MARKER_ARTIFACT,EXCLUDED_OBVIOUS,score_positive,score_penalty,total_score,novelty_growthplate_papers
Brd2,A_secondary_validated,True,True,-1.29041,-0.47389,-0.98418,-0.96589,1.29041,0.75,0.78432,True,True,KO_blocks_maturation,-1.0,BRD2,True,ortholog_one2one,0.14482,-0.06146,0.64278,0.62333,-0.14565,shared,False,False,0.22593,resting,0.34877,hypertrophic,0.16849,True,False,3.0,2.0,12.69897,True,0.01208,0.88099,-0.05138,0.37084,-0.00172,0.96649,proliferative,8.16577,proliferative,7.08449,resting,6.5024,prehypertrophic,8.05673,proliferative,7.41734,proliferative,7.79238,,,proliferative,4.0,6.0,8.16577,0.30151,0.23135,-0.07155,0.99957,0.92053,1.0,-0.06339,0.93571,0,-0.36292,ENSG00000204256,1.34062,0.00474,0.20165,0.01364,0.3773,0.0,gene_drives_maturation,delays,"inhibit (delay hypertrophic transition, prolong growth window)",0.0,ENSG00000204256,BRD2,protein_coding,Bromodomain; Epigenetic regulator; Reader,SM:Advanced Clinical; SM:Structure with Ligand; SM:High-Quality Ligand; SM:Med-Quality Pocket; SM:Druggable Family; PR:Literature; PR:Database Ubiquitination; PR:Half-life Data; PR:Small Molecule Binder,True,False,False,1258.0,-0.4339,0.391,0.0,,31.0,,CHEMBL1293289,0.0,28.0,4.0,574.0,2.0,0.00348,0.0,,False,False,True,True,epigenetic,0.8,28.0,20.0,True,0.0,4.0,,False,False,False,TRIAZOLAM,True,0.6,0.3,0.8,0.0,False,0.0,0.0,True,essential in a substantial minority of DepMap screens; chromatin/epigenetic machinery - broad transcriptional liability,False,False,4.74006,0.8,3.94006,2.0
Mast3,A_secondary_validated,True,True,0.16003,0.85534,-0.11187,-0.26109,0.85534,0.75,0.61156,False,False,KO_blocks_maturation,-1.0,MAST3,True,ortholog_one2one,-0.01406,-0.14358,0.31096,0.66228,-0.07472,shared,True,False,0.06749,hypertrophic,0.20688,prehypertrophic,0.2333,True,False,1.0,1.0,12.52288,True,-0.13858,0.3438,0.30432,0.01779,0.11454,0.07483,proliferative,3.24154,resting,3.19272,resting,2.30652,resting,4.95711,proliferative,2.69328,resting,3.92685,proliferative,4.86336,resting,4.0,7.0,4.95711,-0.77055,0.52481,-0.01369,0.99957,-0.67506,1.0,0.53386,0.76452,0,-0.43588,ENSG00000099308,1.02692,0.07,0.10854,0.01889,0.37174,0.0,gene_drives_maturation,delays,"inhibit (delay hypertrophic transition, prolong growth window)",0.0,ENSG00000099308,MAST3,protein_coding,AGC protein kinase MAST family; AGC protein kinase group; Enzyme; Kinase; Protein Kinase,SM:High-Quality Ligand; SM:Druggable Family; PR:Literature; PR:Database Ubiquitination; PR:Half-life Data; PR:Small Molecule Binder,True,False,False,1258.0,-0.1735,0.009,1.0,neutropenia,4.0,,CHEMBL2417352,0.0,1.0,0.0,43.0,0.0,0.0,0.0,,False,False,True,True,enzyme; kinase,0.8,1.0,1.0,True,0.0,0.0,,False,False,False,COMPOUND 35 [PMID: 23916259],True,0.6,0.0,0.0,0.02143,False,0.0,0.0,False,,False,False,3.92319,0.02143,3.90176,0.0
Lgr4,A_secondary_validated,True,True,0.58598,1.59657,0.25298,0.15457,1.59657,1.0,0.21203,True,True,KO_promotes_maturation,1.0,LGR4,True,ortholog_one2one,0.40282,-0.51457,0.09177,0.08768,1.18394,proliferative,True,False,0.08669,hypertrophic,0.10243,proliferative,0.0176,True,False,1.0,1.0,13.69897,True,-0.06057,0.72883,0.15466,0.06921,-0.3762,0.00814,prehypertrophic,6.17638,resting,6.32888,hypertrophic,5.21633,resting,5.53627,prehypertrophic,7.36353,proliferative,5.86308,prehypertrophic,8.301,prehypertrophic,3.0,7.0,8.301,-0.15212,0.85501,0.05689,0.99957,-2.08593,1.0,0.0525,0.96992,0,-0.81423,ENSG00000205213,1.35026,0.08319,0.11001,0.00142,0.2596,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,ENSG00000205213,LGR4,protein_coding,Unclassified protein,SM:Structure with Ligand; SM:Druggable Family; AB:Advanced Clinical; AB:UniProt loc high conf; AB:GO CC high conf; AB:UniProt SigP or TMHMM; PR:Database Ubiquitination,True,True,False,1258.0,0.09,0.002,0.0,,95.0,,CHEMBL6067594,0.0,5.0,0.0,412.0,4.0,0.00971,0.0,,False,False,True,True,small-molecule pocket,1.0,5.0,4.0,True,0.0,0.0,,False,False,False,R-SPONDIN-2,True,0.6,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,4.68053,0.8,3.88053,4.0
Alad,A_secondary_validated,True,True,0.01796,0.02556,-0.11887,-0.09398,0.11887,0.5,0.97141,False,False,KO_blocks_maturation,-1.0,ALAD,True,ortholog_one2one,0.19115,-0.02053,0.47677,0.81954,0.17503,shared,False,False,0.28363,resting,0.01145,resting,0.14434,True,True,3.0,4.0,14.69897,True,0.08761,0.60161,-1.03558,3e-05,-0.1327,0.00142,resting,5.57016,resting,4.86877,resting,4.69659,hypertrophic,4.42994,prehypertrophic,4.89378,prehypertrophic,4.39245,,,resting,3.0,6.0,5.57016,0.00514,0.99777,-0.02157,0.99957,1.37443,1.0,-0.36933,0.87985,0,-0.75604,ENSG00000148218,1.00374,0.00626,0.20415,0.61169,0.26403,0.0,gene_drives_maturation,delays,"inhibit (delay hypertrophic transition, prolong growth window)",0.0,ENSG00000148218,ALAD,protein_coding,Enzyme; Lyase,SM:Structure with Ligand; AB:GO CC high conf; PR:Database Ubiquitination; PR:Half-life Data,True,True,False,1258.0,-0.0866,0.044,0.0,,14.0,,CHEMBL3126,0.0,1.0,0.0,1200.0,0.0,0.0,0.0,,False,False,True,True,enzyme; lyase,1.0,1.0,0.0,False,0.0,0.0,,False,False,False,PORPHOBILINOGEN,True,0.0,0.0,0.0,0.0,False,0.0,0.0,False,,False,False,3.87763,0.0,3.87763,0.0
Smurf2,A_secondary_validated,True,True,0.46601,1.52409,0.115,0.45706,1.52409,1.0,0.11257,True,True,KO_promotes_maturation,1.0,SMURF2,True,ortholog_one2one,-0.34566,-0.07351,0.05992,0.44114,-0.19331,shared,True,False,-0.09994,hypertrophic,0.22223,perichondrium,0.67406,True,False,6.0,5.0,121.09691,True,-0.05904,0.59776,0.20132,0.0351,-0.00389,0.93286,prehypertrophic,5.17595,resting,4.77036,proliferative,3.42126,hypertrophic,5.55255,prehypertrophic,6.96402,prehypertrophic,6.90953,hypertrophic,7.15967,prehypertrophic,3.0,7.0,7.15967,0.21392,0.74741,-0.18791,0.8343,0.41055,1.0,0.20942,0.87985,0,0.12385,ENSG00000108854,1.34798,0.07,0.41214,0.05459,0.33104,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,ENSG00000108854,SMURF2,protein_coding,Enzyme; Transferase,SM:High-Quality Pocket; AB:UniProt loc high conf; AB:GO CC med conf; PR:UniProt Ubiquitination; PR:Database Ubiquitination; PR:Small Molecule Binder,True,True,False,1257.0,-0.1961,0.04,0.0,,5.0,,CHEMBL4523460,0.0,0.0,0.0,474.0,16.0,0.03376,0.0,,False,False,True,True,enzyme; transferase,1.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,4.40416,0.8,3.60416,16.0
Dcp2,A_secondary_validated,True,True,0.61536,0.64692,0.04488,0.36746,0.64692,0.75,0.38206,True,True,KO_promotes_maturation,1.0,DCP2,True,ortholog_one2one,-0.16452,0.19649,0.48707,0.41868,0.66295,proliferative,True,False,0.19996,hypertrophic,0.03907,proliferative,0.02959,True,False,3.0,3.0,109.52288,True,0.13878,0.10695,-1.13127,0.0,-0.15719,0.03395,proliferative,5.06982,proliferative,5.579,proliferative,4.91728,prehypertrophic,5.00651,proliferative,5.41374,proliferative,4.80519,prehypertrophic,5.88763,proliferative,5.0,7.0,5.88763,0.71224,0.03731,-0.12697,0.99957,0.19192,1.0,0.77505,0.67615,1,-0.86771,ENSG00000172795,1.32036,0.07273,0.32268,0.00239,0.42219,0.5,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,ENSG00000172795,DCP2,protein_coding,,SM:Structure with Ligand; PR:Database Ubiquitination; PR:Half-life Data,True,False,False,1257.0,-0.2265,0.108,0.0,,0.0,,,0.0,0.0,0.0,329.0,0.0,0.0,0.0,,False,False,True,True,small-molecule pocket,0.8,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,4.31127,0.8,3.51127,0.0
Ctbp1,A_secondary_validated,True,True,0.85331,2.09561,0.25708,0.6565,2.09561,1.0,0.29015,True,True,KO_promotes_maturation,1.0,CTBP1,True,ortholog_one2one,0.16966,-0.32023,0.10608,0.40308,0.47538,shared,False,False,0.06705,resting,0.25039,resting,0.00983,True,True,,,,False,0.05096,0.56555,0.10032,0.13387,-0.09904,0.1331,proliferative,6.80592,proliferative,6.31988,hypertrophic,5.47611,prehypertrophic,6.08435,proliferative,6.18752,proliferative,6.10262,,,proliferative,4.0,6.0,6.80592,0.08335,0.90805,-0.00929,0.99957,-1.07384,1.0,-0.22565,0.87985,0,-0.66443,ENSG00000159692,1.36597,0.00556,0.0,0.60079,0.35434,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,ENSG00000159692,CTBP1,protein_coding,,SM:Structure with Ligand; PR:UniProt Ubiquitination; PR:Database Ubiquitination; PR:Half-life Data,True,False,False,1258.0,0.0266,0.019,0.0,,5.0,,,0.0,0.0,0.0,415.0,1.0,0.00241,0.0,,False,False,True,True,small-molecule pocket,0.8,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,4.3016,0.8,3.5016,1.0
Unc5b,A_secondary_validated,True,True,0.43861,1.6346,0.17073,0.23855,1.6346,0.75,0.28916,True,True,KO_promotes_maturation,1.0,UNC5B,True,ortholog_one2one,-0.4543,0.64992,0.00117,0.01474,-2.61787,hypertrophic,False,True,0.31884,hypertrophic,0.96058,hypertrophic,0.18234,True,True,2.0,1.0,16.1549,True,-0.04626,0.77248,2.14799,0.0,-0.01413,0.9603,prehypertrophic,4.90216,hypertrophic,5.14204,hypertrophic,4.53825,hypertrophic,6.26542,prehypertrophic,5.36865,hypertrophic,7.60366,hypertrophic,7.78663,hypertrophic,5.0,7.0,7.78663,-0.65451,0.26883,-0.00357,0.99957,-0.78245,1.0,0.11107,0.92868,0,0.31318,ENSG00000107731,1.35146,0.02581,0.16742,0.61476,0.51212,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,ENSG00000107731,UNC5B,protein_coding,,AB:UniProt loc high conf; AB:GO CC high conf; AB:UniProt SigP or TMHMM; PR:Database Ubiquitination,False,True,False,1258.0,-0.127,0.014,0.0,,0.0,,,0.0,0.0,0.0,296.0,2.0,0.00676,0.0,,False,False,True,True,antibody-accessible,0.5,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,4.26416,0.8,3.46416,2.0
Kdelr2,A_secondary_validated,True,True,-0.12107,1.75733,-0.1117,-0.18257,1.75733,1.0,0.10171,False,False,KO_blocks_maturation,-1.0,KDELR2,True,ortholog_one2one,-0.28632,0.00408,0.02111,0.17517,1.19819,proliferative,True,False,-0.00903,hypertrophic,0.0637,proliferative,0.16553,True,False,4.0,3.0,33.30103,True,0.08937,0.26779,0.39287,8e-05,-0.10616,0.26037,prehypertrophic,9.57467,prehypertrophic,8.9829,resting,8.52332,prehypertrophic,9.13754,resting,8.82058,prehypertrophic,8.88311,prehypertrophic,9.22361,prehypertrophic,5.0,7.0,9.57467,-0.69298,1e-05,0.10116,0.99957,-0.39872,1.0,-0.35773,0.87985,1,-0.67364,ENSG00000136240,1.05532,0.07006,0.2573,0.0134,0.43697,0.5,gene_drives_maturation,delays,"inhibit (delay hypertrophic transition, prolong growth window)",0.0,ENSG00000136240,KDELR2,protein_coding,Unclassified protein,AB:UniProt SigP or TMHMM; PR:Database Ubiquitination,False,True,False,1258.0,-0.0672,0.017,0.0,,5.0,abnormal bone structure,CHEMBL6066915,0.0,0.0,0.0,43.0,1.0,0.02326,0.0,,False,False,True,True,antibody-accessible,0.5,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.0,False,,False,False,3.44683,0.0,3.44683,1.0
Rbpj,A_secondary_validated,True,True,0.76563,1.88716,0.6845,1.55382,1.88716,1.0,0.04685,True,True,KO_promotes_maturation,1.0,RBPJ,True,ortholog_one2one,-0.44777,-0.32164,0.1702,0.25983,0.0473,shared,False,False,-0.33387,resting,0.4992,resting,0.00949,True,True,,,,False,0.06258,0.42885,-0.49218,4e-05,0.2369,0.00092,resting,4.89881,hypertrophic,5.77673,hypertrophic,6.13938,hypertrophic,5.94031,resting,6.15873,resting,5.67712,,,hypertrophic,3.0,6.0,6.15873,0.09036,0.94125,-0.32563,0.53786,0.15056,1.0,-0.4097,0.87985,0,-0.39684,ENSG00000168214,1.35941,0.0,0.0,0.60077,0.29138,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,ENSG00000168214,RBPJ,protein_coding,Transcription factor,SM:Med-Quality Pocket; PR:Database Ubiquitination; PR:Half-life Data; PR:Small Molecule Binder,True,False,False,1258.0,-0.1168,0.033,0.0,,36.0,decreased bone mineral density; limb grasping,CHEMBL4105709,0.0,0.0,0.0,838.0,7.0,0.00835,0.0,,False,False,True,True,small-molecule pocket,0.8,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,4.23253,0.8,3.43253,7.0
Emsy,A_secondary_validated,True,True,-0.92658,-1.33461,-0.69278,-2.06714,2.06714,0.75,0.46427,True,True,KO_blocks_maturation,-1.0,EMSY,True,ortholog_one2one,,,,,,,,,,,,,,False,False,2.0,2.0,9.04576,True,-0.05046,0.77176,-0.64753,0.00011,-0.01733,0.7831,proliferative,5.69344,proliferative,6.25457,proliferative,4.88317,hypertrophic,4.89408,proliferative,6.08589,proliferative,5.2635,,,proliferative,5.0,6.0,6.25457,0.18789,0.79785,,,,,-0.10665,0.89181,0,0.0,ENSG00000158636,1.36507,0.0,0.15853,0.0,0.48827,0.0,gene_drives_maturation,delays,"inhibit (delay hypertrophic transition, prolong growth window)",0.0,ENSG00000158636,EMSY,protein_coding,,PR:Database Ubiquitination; PR:Half-life Data,False,False,False,1258.0,-0.0274,0.026,0.0,,13.0,,,0.0,4.0,4.0,113.0,0.0,0.0,0.0,,False,False,True,False,,0.0,4.0,0.0,False,0.0,4.0,,False,False,False,BEVACIZUMAB,True,0.0,0.3,0.0,0.0,False,0.0,0.0,False,,False,False,3.42758,0.0,3.42758,0.0
Brd4,A_secondary_validated,True,True,-0.78894,-0.33249,-0.65745,-0.333,0.78894,0.5,0.81276,True,True,KO_blocks_maturation,-1.0,,False,,0.53772,0.08541,0.02571,0.15519,-0.86855,hypertrophic,True,True,0.57976,resting,0.35052,,,False,False,2.0,2.0,13.39794,True,0.06082,0.36777,-0.34721,0.00044,0.02133,0.78046,proliferative,6.3775,proliferative,7.13892,proliferative,5.49958,hypertrophic,6.17199,proliferative,7.94696,proliferative,6.804,,,proliferative,5.0,6.0,7.94696,0.31723,0.37159,-0.08792,0.99957,0.03757,1.0,,,0,-0.07195,,1.32483,0.25371,0.16397,0.0,0.48279,0.0,gene_drives_maturation,delays,"inhibit (delay hypertrophic transition, prolong growth window)",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.0,False,,False,False,3.42079,0.0,3.42079,
Bambi,A_secondary_validated,True,True,0.5664,2.19144,0.22354,0.50875,2.19144,1.0,0.21989,True,True,KO_promotes_maturation,1.0,BAMBI,True,ortholog_one2one,-0.66459,0.10657,0.11726,0.50452,-1.1824,hypertrophic,False,False,-0.18477,hypertrophic,0.6698,hypertrophic,0.53145,True,True,2.0,2.0,15.0,True,0.09098,0.58137,0.66465,0.0012,0.23312,0.01612,resting,6.54073,resting,5.53424,resting,6.34836,hypertrophic,5.60944,prehypertrophic,6.56115,hypertrophic,6.25905,hypertrophic,6.94625,hypertrophic,3.0,7.0,6.94625,-0.54343,0.40563,0.07798,0.99957,-0.7343,1.0,0.00287,0.99787,0,0.43021,ENSG00000095739,1.36898,0.00148,0.16597,0.64304,0.35437,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,ENSG00000095739,BAMBI,protein_coding,,AB:GO CC high conf; AB:UniProt SigP or TMHMM; PR:Database Ubiquitination,False,True,False,1258.0,-0.101,0.039,0.0,,0.0,,,0.0,0.0,0.0,395.0,1.0,0.00253,0.0,,False,False,True,True,antibody-accessible,0.5,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,4.17015,0.8,3.37015,1.0
Smad6,A_secondary_validated,True,True,0.87837,3.82662,0.35205,0.49889,3.82662,1.0,0.11148,True,True,KO_promotes_maturation,1.0,SMAD6,True,ortholog_one2one,0.69967,-1.27397,0.52242,0.42277,-0.2313,shared,True,False,-0.23449,hypertrophic,0.56018,hypertrophic,0.0704,True,True,9.0,7.0,184.0,True,-0.41568,0.05171,0.22248,0.04436,-0.18586,0.21689,proliferative,4.53013,proliferative,1.71377,proliferative,1.82116,resting,2.47007,prehypertrophic,6.29896,proliferative,3.70813,,,proliferative,4.0,6.0,6.29896,-0.43908,0.73474,0.25299,0.56573,0.09127,1.0,-0.07526,0.95037,0,-0.25607,ENSG00000137834,1.42046,0.09291,0.53857,0.6057,0.38544,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,ENSG00000137834,SMAD6,protein_coding,,PR:UniProt Ubiquitination; PR:Database Ubiquitination,False,False,False,1258.0,-0.1099,0.018,0.0,,23.0,,,0.0,0.0,0.0,677.0,25.0,0.03693,0.0,,False,False,True,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,4.15759,0.8,3.35759,25.0
Swi5,A_secondary_validated,True,True,-0.8612,-0.45665,-0.48478,-1.30681,1.30681,0.75,0.4501,True,True,KO_blocks_maturation,-1.0,SWI5,True,ortholog_one2one,-0.41467,0.11755,0.01759,0.13475,0.66539,proliferative,True,False,-0.01546,hypertrophic,0.34899,prehypertrophic,0.52719,True,False,1.0,1.0,14.0,True,0.01618,0.83543,-0.09303,0.20517,-0.15569,0.00768,prehypertrophic,8.74846,prehypertrophic,8.46401,proliferative,8.2532,prehypertrophic,8.62696,prehypertrophic,8.05176,prehypertrophic,8.78968,prehypertrophic,8.75038,prehypertrophic,6.0,7.0,8.78968,-0.22671,0.5179,0.07164,0.99957,-0.16536,1.0,0.05719,0.95039,0,0.07939,ENSG00000175854,1.34114,0.07163,0.11039,0.04269,0.57765,0.0,gene_drives_maturation,delays,"inhibit (delay hypertrophic transition, prolong growth window)",0.0,ENSG00000175854,SWI5,protein_coding,,,False,False,False,1140.0,-0.1547,0.026,0.0,,0.0,,,0.0,0.0,0.0,170.0,0.0,0.0,0.0,,False,False,True,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.0,False,,False,False,3.33849,0.0,3.33849,0.0
Det1,A_secondary_validated,True,True,-0.5076,-1.4601,-0.52533,-2.47588,2.47588,1.0,0.15581,True,True,KO_blocks_maturation,-1.0,DET1,True,ortholog_one2one,-0.22475,-0.22974,0.70335,0.822,0.54678,proliferative,True,False,-0.12725,hypertrophic,0.14466,perichondrium,0.30271,True,False,4.0,2.0,75.30103,True,-0.2389,0.31817,0.12479,0.25775,-0.0537,0.23832,prehypertrophic,2.63867,proliferative,2.76631,resting,2.04306,prehypertrophic,2.51059,prehypertrophic,3.24025,hypertrophic,2.18379,proliferative,4.43329,prehypertrophic,3.0,7.0,4.43329,1.28818,0.77671,-0.07871,0.99957,,,-0.40692,0.87985,0,-0.41738,ENSG00000140543,1.37794,0.07,0.3098,0.02451,0.28982,0.0,gene_drives_maturation,delays,"inhibit (delay hypertrophic transition, prolong growth window)",0.0,ENSG00000140543,DET1,protein_coding,,PR:Database Ubiquitination,False,False,False,1256.0,-0.293,0.2,0.0,,0.0,,,0.0,0.0,0.0,171.0,0.0,0.0,0.0,,False,False,True,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.0,False,,False,False,3.32518,0.0,3.32518,0.0
Vti1a,A_secondary_validated,True,True,-0.11031,0.19672,-0.0798,-0.04718,0.19672,0.5,0.88917,False,False,KO_blocks_maturation,-1.0,VTI1A,True,ortholog_one2one,0.14876,-0.01698,0.48229,0.73707,-1.28568,hypertrophic,True,False,0.25856,hypertrophic,0.33921,resting,0.19106,True,False,5.0,4.0,48.69897,True,-0.03529,0.82202,-0.09308,0.29182,0.08011,0.01628,prehypertrophic,3.11954,hypertrophic,3.83132,proliferative,3.14219,hypertrophic,3.29414,prehypertrophic,6.64706,hypertrophic,5.42139,hypertrophic,6.03477,hypertrophic,4.0,7.0,6.64706,0.35007,0.82817,-0.02032,0.99957,1.27,1.0,0.02695,0.97753,0,-0.3454,ENSG00000151532,1.00619,0.07487,0.30098,0.01547,0.37863,0.0,gene_drives_maturation,delays,"inhibit (delay hypertrophic transition, prolong growth window)",0.0,ENSG00000151532,VTI1A,protein_coding,,AB:UniProt SigP or TMHMM; PR:Database Ubiquitination; PR:Half-life Data,False,True,False,1258.0,-0.0389,0.002,0.0,,13.0,limb grasping,,0.0,1.0,1.0,92.0,0.0,0.0,0.0,,False,False,True,True,antibody-accessible,0.5,1.0,0.0,False,0.0,1.0,,False,False,False,VINCRISTINE,True,0.0,0.3,0.0,0.0,False,0.0,0.0,False,,False,False,3.32333,0.0,3.32333,0.0
Commd6,A_secondary_validated,True,True,-0.79468,-0.39965,-0.55248,-0.2145,0.79468,0.5,0.76158,True,True,KO_blocks_maturation,-1.0,COMMD6,True,ortholog_one2one,-0.58387,-0.0448,0.02922,0.72977,0.02028,shared,False,False,-0.23484,proliferative,0.04593,proliferative,0.29138,True,True,,,,False,-0.1864,0.20364,0.01477,0.92338,-0.00876,0.93037,resting,5.17755,prehypertrophic,5.02667,resting,5.01906,hypertrophic,5.38888,prehypertrophic,4.98459,hypertrophic,5.7177,proliferative,6.83179,hypertrophic,2.0,7.0,6.83179,0.10417,0.93335,-0.0319,0.99957,1.7411,1.0,-0.01896,0.98291,0,-0.53768,ENSG00000188243,1.32502,0.0,0.0,0.6236,0.19732,0.0,gene_drives_maturation,delays,"inhibit (delay hypertrophic transition, prolong growth window)",0.0,ENSG00000188243,COMMD6,protein_coding,,PR:Database Ubiquitination,False,False,False,1258.0,-0.1762,0.014,0.0,,0.0,,,0.0,0.0,0.0,13.0,0.0,0.0,0.0,,False,False,True,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.0,False,,False,False,3.30677,0.0,3.30677,0.0
Mtmr3,A_secondary_validated,True,True,-0.81247,0.49663,-0.29232,-0.27757,0.81247,0.75,0.76084,False,False,KO_blocks_maturation,-1.0,MTMR3,True,ortholog_one2one,0.41698,0.5774,0.02312,0.11788,0.13096,shared,True,False,0.83421,resting,0.06468,prehypertrophic,0.37351,True,False,4.0,4.0,98.22185,True,0.07408,0.26972,-0.52891,0.00012,-0.02076,0.75989,resting,4.91176,hypertrophic,5.59004,hypertrophic,4.35101,hypertrophic,4.65079,prehypertrophic,7.52541,hypertrophic,6.07422,hypertrophic,6.63634,hypertrophic,5.0,7.0,7.52541,-0.18125,0.86966,0.00416,0.99957,1.23798,1.0,-0.05041,0.95126,0,-0.41627,ENSG00000100330,1.02558,0.09168,0.33846,0.03025,0.45657,0.0,gene_drives_maturation,delays,"inhibit (delay hypertrophic transition, prolong growth window)",0.0,ENSG00000100330,MTMR3,protein_coding,,AB:UniProt loc high conf; PR:Database Ubiquitination; PR:Half-life Data,False,True,False,1258.0,-0.0974,0.012,0.0,,8.0,,,0.0,0.0,0.0,65.0,0.0,0.0,0.0,,False,False,True,True,antibody-accessible,0.5,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.0,False,,False,False,3.30305,0.0,3.30305,0.0
